ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K12433	pks5; polyketide synthase 5	0	1	0	0	0	0	NA	1.081632653	0.017638589
K15328	pksD; bacillaene synthase trans-acting acyltransferase	0.246575342	0.739726027	0	0	0	0.01369863	NA	1.020408163	0.017638589
K15531	rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]	0.136986301	0	0.01369863	0	0.095890411	0.753424658	NA	1.081632653	0.017638589
K19079	vraF; cationic antimicrobial peptide transport system ATP-binding protein	0	1	0	0	0	0	NA	1	0.017638589
K19080	vraG; cationic antimicrobial peptide transport system permease protein	0	1	0	0	0	0	NA	1	0.017638589
K19120	csc1; CRISPR-associated protein Csc1	0.490909091	0	0	0	0	0.509090909	NA	1.040816327	0.017638589
K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0.597222222	0	0	0	0.402777778	NA	1	0.01799856
K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	1	0	0	0	0	NA	1	0.01799856
K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	1	0	0	0	0	NA	1	0.01799856
K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	1	0	0	0	0	NA	1	0.01799856
K06429	sspL; small acid-soluble spore protein L (minor)	0	0	0	0	0	1	NA	1	0.01799856
K10191	lacK; lactose/L-arabinose transport system ATP-binding protein	0	1	0	0	0	0	NA	1.62	0.01799856
K11021	tccC; insecticidal toxin complex protein TccC	0.037974684	0.025316456	0.215189873	0.337552743	0	0.383966245	NA	3.06	0.01799856
K11956	natD; neutral amino acid transport system permease protein	0	1	0	0	0	0	NA	1.02	0.01799856
K12097	cag12; cag pathogenicity island protein 12	0	0	0	0	0	1	NA	1.06	0.01799856
K12209	"icmE, dotG; intracellular multiplication protein IcmE"	0	0.014285714	0.157142857	0	0.057142857	0.771428571	NA	1.08	0.01799856
K12444	ppsE; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase E	0.033898305	0.966101695	0	0	0	0	NA	1.04	0.01799856
K15762	"tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit"	0.609756098	0	0	0	0	0.390243902	NA	1.28	0.01799856
K18232	oleC4; oleandomycin transport system ATP-binding protein	0.013333333	0.986666667	0	0	0	0	NA	1.08	0.01799856
K18330	hndA; NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]	0.773584906	0	0	0	0	0.226415094	NA	1.04	0.01799856
K18654	ntdB; kanosamine-6-phosphate phosphatase [EC:3.1.3.92]	0.766233766	0	0	0	0	0.233766234	NA	1	0.01799856
K18805	K18805; chorismate lyase [EC:4.1.3.40]	0.018518519	0	0	0	0	0.981481481	NA	1	0.01799856
K18908	mepA; multidrug efflux pump	0	1	0	0	0	0	NA	1	0.01799856
K19121	csc2; CRISPR-associated protein Csc2	0.8	0	0.036363636	0	0	0.163636364	NA	1.04	0.01799856
K02287	"cpcD; phycocyanin-associated, rod"	0	0.859375	0	0	0	0.140625	NA	1.196078431	0.018358531
K07656	"trcS; two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.019607843	0.018358531
K09818	ABC.MN.S; manganese/iron transport system substrate-binding protein	0	0.655172414	0	0	0.206896552	0.137931034	NA	1.137254902	0.018358531
K12512	tadD; tight adherence protein D	0.070707071	0.262626263	0	0	0	0.666666667	NA	1.137254902	0.018358531
K12513	tadE; tight adherence protein E	0.010309278	0.463917526	0	0	0	0.525773196	NA	1.098039216	0.018358531
K12515	tadG; tight adherence protein G	0.412371134	0	0.020618557	0.041237113	0	0.525773196	NA	1.117647059	0.018358531
K12551	sgtA; transglycosylase [EC:2.4.1.-]	0	0.873239437	0.084507042	0	0	0.042253521	NA	1	0.018358531
K13472	raxST; sulfotransferase	0.168831169	0.077922078	0	0	0	0.753246753	NA	1.039215686	0.018358531
K13593	"tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF"	0.396551724	0.327586207	0	0	0	0.275862069	NA	1	0.018358531
K13874	"K13874, araB; L-arabinonolactonase [EC:3.1.1.15]"	0.010204082	0	0	0	0	0.989795918	NA	1	0.018358531
K15847	babA; outer membrane protein BabA	0	0	0.219178082	0.095890411	0	0.684931507	NA	1.235294118	0.018358531
K16202	dppD1; dipeptide transport system ATP-binding protein	0	1	0	0	0	0	NA	1	0.018358531
K16887	"qmoC; quinone-modifying oxidoreductase, subunit QmoC"	0.173076923	0.788461538	0	0	0	0.038461538	NA	1	0.018358531
K18350	"vanSC, vanSE, vanSG; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"	0	0.98630137	0	0	0	0.01369863	NA	1.137254902	0.018358531
K18364	"bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]"	0.787037037	0	0	0	0	0.212962963	NA	1.37254902	0.018358531
K18567	"pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump"	0	1	0	0	0	0	NA	1.31372549	0.018358531
K18934	"lmrS; MFS transporter, DHA2 family, multidrug resistance protein"	0	1	0	0	0	0	NA	1.019607843	0.018358531
K19089	cas5a_b_c; CRISPR-associated protein Cas5a/b/c	0.171875	0.015625	0	0	0	0.8125	NA	1.137254902	0.018358531
K19181	"afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]"	0.034883721	0	0	0	0.081395349	0.88372093	NA	1.098039216	0.018358531
K03276	"waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]"	0.258064516	0	0	0	0	0.741935484	NA	1.038461538	0.018718503
K04056	"yscO, sctO; type III secretion protein O"	0.756410256	0	0	0	0	0.243589744	NA	1	0.018718503
K04478	sgtB; monofunctional glycosyltransferase [EC:2.4.1.-]	0	0.958333333	0	0	0	0.041666667	NA	1	0.018718503
K06343	cotY; spore coat protein Y	0.676056338	0	0	0	0	0.323943662	NA	1	0.018718503
K08088	fimY; fimbrial protein FimY	0.142857143	0.272727273	0	0	0	0.584415584	NA	1	0.018718503
K08700	ccmO; carbon dioxide concentrating mechanism protein CcmO	0.636363636	0	0	0	0	0.363636364	NA	1	0.018718503
K09833	"HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]"	0	1	0	0	0	0	NA	1	0.018718503
K10550	alsC; D-allose transport system permease protein	0	1	0	0	0	0	NA	1.019230769	0.018718503
K10850	"narT; MFS transporter, NNP family, putative nitrate transporter"	0	1	0	0	0	0	NA	1	0.018718503
K12071	traD; conjugal transfer pilus assembly protein TraD	0.444444444	0.166666667	0	0	0	0.388888889	NA	1.057692308	0.018718503
K12443	ppsD; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase D	0	1	0	0	0	0	NA	1.038461538	0.018718503
K13611	pksJ; polyketide synthase PksJ	0.06122449	0.244897959	0	0	0.112244898	0.581632653	NA	1.134615385	0.018718503
K13786	"cobR; cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.1]"	0.022222222	0	0	0	0	0.977777778	NA	1.019230769	0.018718503
K14194	sdrC_D_E; serine-aspartate repeat-containing protein C/D/E	0	0.041420118	0.035502959	0.50887574	0.01183432	0.402366864	NA	2.403846154	0.018718503
K16201	dppC1; dipeptide transport system permease protein	0	1	0	0	0	0	NA	1	0.018718503
K16705	tuaE; teichuronic acid biosynthesis protein TuaE	0	1	0	0	0	0	NA	1	0.018718503
K17241	"aguE; alpha-1,4-digalacturonate transport system substrate-binding protein"	0.145833333	0.09375	0	0	0.104166667	0.65625	NA	1.288461538	0.018718503
K17243	"aguG; alpha-1,4-digalacturonate transport system permease protein"	0	1	0	0	0	0	NA	1.288461538	0.018718503
K18095	"mexY, amrB; multidrug efflux pump"	0	1	0	0	0	0	NA	1	0.018718503
K18935	"sdrM; MFS transporter, DHA2 family, multidrug resistance protein"	0	1	0	0	0	0	NA	1	0.018718503
K19057	"merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein"	0.105263158	0	0	0	0	0.894736842	NA	1.269230769	0.018718503
K19059	merE; mercuric ion transport protein	0	1	0	0	0	0	NA	1.211538462	0.018718503
K19077	"graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.018718503
K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.741935484	0	0	0	0	0.258064516	NA	1.283018868	0.019078474
K00400	"K00400; methyl coenzyme M reductase system, component A2"	0	1	0	0	0	0	NA	1.886792453	0.019078474
K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.333333333	0	0	0	0	0.666666667	NA	1.283018868	0.019078474
K04099	"desB, galA; gallate dioxygenase [EC:1.13.11.57]"	0.6	0	0	0	0	0.4	NA	1.018867925	0.019078474
K05951	draT; NAD+---dinitrogen-reductase ADP-D-ribosyltransferase [EC:2.4.2.37]	0.712121212	0	0	0	0	0.287878788	NA	1.132075472	0.019078474
K07190	PHKA_B; phosphorylase kinase alpha/beta subunit	0.587301587	0.412698413	0	0	0	0	NA	1.018867925	0.019078474
K08087	fimW; fimbrial protein FimW	0.753424658	0.01369863	0	0	0	0.232876712	NA	1.018867925	0.019078474
K09813	hrtB; hemin transport system permease protein	0	1	0	0	0	0	NA	1	0.019078474
K09814	hrtA; hemin transport system ATP-binding protein [EC:3.6.3.-]	0	1	0	0	0	0	NA	1	0.019078474
K10211	"crtQ; 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]"	0	1	0	0	0	0	NA	1	0.019078474
K10221	"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"	0.785714286	0	0	0	0.171428571	0.042857143	NA	1.018867925	0.019078474
K11520	"manS; two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.019078474
K12552	pbpA; penicillin-binding protein 1 [EC:3.4.-.-]	0	0.98630137	0	0	0	0.01369863	NA	1	0.019078474
K14606	cruP; lycopene cyclase CruP [EC:5.5.1.19]	0.392857143	0.125	0	0	0	0.482142857	NA	1	0.019078474
K16200	dppB1; dipeptide transport system permease protein	0	1	0	0	0	0	NA	1	0.019078474
K16916	yydJ; putative peptide transport system permease protein	0	1	0	0	0	0	NA	1	0.019078474
K17238	inoF; inositol-phosphate transport system permease protein	0	1	0	0	0	0	NA	1.018867925	0.019078474
K18094	"mexX, amrA; membrane fusion protein, multidrug efflux system"	0	0.808080808	0	0	0	0.191919192	NA	1	0.019078474
K18531	frvR; putative frv operon regulatory protein	0	0.894736842	0	0	0	0.105263158	NA	1	0.019078474
K19033	PSRP4; RPS31; 30S ribosomal protein S31	0	0	0	0	0	1	NA	1	0.019078474
K19131	csb1; CRISPR-associated protein Csb1	0.714285714	0	0	0	0.014285714	0.271428571	NA	1.056603774	0.019078474
K00187	"vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]"	0.782051282	0	0	0	0	0.217948718	NA	1	0.019438445
K06324	cotA; spore coat protein A	0.482352941	0	0	0	0.376470588	0.141176471	NA	1.074074074	0.019438445
K07681	"vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.019438445
K09727	K09727; uncharacterized protein	0.74025974	0	0	0	0	0.25974026	NA	1	0.019438445
K11260	fwdG; 4Fe-4S ferredoxin	0.323529412	0	0	0	0	0.676470588	NA	1.240740741	0.019438445
K12205	"dotD, traH; defect in organelle trafficking protein DotD"	0.038461538	0.025641026	0	0	0.025641026	0.91025641	NA	1.037037037	0.019438445
K12514	tadF; tight adherence protein F	0.089108911	0.138613861	0	0	0	0.772277228	NA	1.111111111	0.019438445
K12553	pbp3; penicillin-binding protein 3 [EC:3.4.-.-]	0	0.08	0	0	0	0.92	NA	1	0.019438445
K14699	"irtB; ATP-binding cassette, subfamily B, bacterial IrtB [EC:3.6.3.-]"	0	1	0	0	0	0	NA	1	0.019438445
K15350	sseF; secreted effector protein SseF	0	0.866666667	0	0	0	0.133333333	NA	1	0.019438445
K16917	yydI; putative peptide transport system ATP-binding protein	0.578947368	0.355263158	0	0	0	0.065789474	NA	1	0.019438445
K17237	inoE; inositol-phosphate transport system substrate-binding protein	0.474358974	0.038461538	0	0	0.051282051	0.435897436	NA	1.018518519	0.019438445
K17239	inoG; inositol-phosphate transport system permease protein	0	1	0	0	0	0	NA	1.018518519	0.019438445
K17329	"dasA; N,N'-diacetylchitobiose transport system substrate-binding protein"	0.087248322	0.026845638	0.013422819	0	0.402684564	0.469798658	NA	2.111111111	0.019438445
K18555	"qnr, mcbG; fluoroquinolone resistance protein"	0.547169811	0.009433962	0.254716981	0	0	0.188679245	NA	1.111111111	0.019438445
K18839	ghoT; toxin GhoT	0	1	0	0	0	0	NA	1	0.019438445
K18986	"ihk; two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]"	0.016666667	0.95	0	0	0	0.033333333	NA	1.055555556	0.019438445
K01318	"E3.4.21.19, sspA; glutamyl endopeptidase [EC:3.4.21.19]"	0	0	0.016	0	0.024	0.96	NA	1.618181818	0.019798416
K02251	comQ; competence protein ComQ	0.674418605	0.023255814	0	0	0	0.302325581	NA	1.090909091	0.019798416
K02975	"RP-S25e, RPS25; small subunit ribosomal protein S25e"	0.015873016	0	0	0	0	0.984126984	NA	1	0.019798416
K08696	ccmK; carbon dioxide concentrating mechanism protein CcmK	0.777777778	0	0	0	0	0.222222222	NA	2.218181818	0.019798416
K08699	ccmN; carbon dioxide concentrating mechanism protein CcmN	0	0.189655172	0.086206897	0	0	0.724137931	NA	1	0.019798416
K10021	"occP, nocP; octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]"	0	1	0	0	0	0	NA	1.145454545	0.019798416
K12214	"icmL, traM, dotI; intracellular multiplication protein IcmL"	0.0375	0.425	0	0	0	0.5375	NA	1.145454545	0.019798416
K12293	comB; competence factor transport accessory protein ComB	0	0.370967742	0	0	0	0.629032258	NA	1.018181818	0.019798416
K16331	"ylnA, cysP; sulfate permease"	0	1	0	0	0	0	NA	1.054545455	0.019798416
K17330	"dasB; N,N'-diacetylchitobiose transport system permease protein"	0	1	0	0	0	0	NA	1.818181818	0.019798416
K18701	arsC; arsenate-mycothiol transferase [EC:2.8.4.2]	0.435643564	0	0	0	0	0.564356436	NA	1.181818182	0.019798416
K18921	hokB; protein HokB	0	0.03960396	0	0	0.792079208	0.168316832	NA	1.327272727	0.019798416
K01023	assT; arylsulfate sulfotransferase [EC:2.8.2.22]	0.746835443	0	0	0.037974684	0	0.215189873	NA	1.071428571	0.020158387
K05586	hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3]	0.5	0	0	0	0	0.5	NA	1	0.020158387
K06341	cotW; spore coat protein W	0.144736842	0	0	0	0	0.855263158	NA	1	0.020158387
K06414	spoVM; stage V sporulation protein M	0	0	0	0	0	1	NA	1	0.020158387
K08697	ccmL; carbon dioxide concentrating mechanism protein CcmL	0	0	0	0	0	1	NA	1	0.020158387
K11336	bchF; 3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.-]	0	1	0	0	0	0	NA	1	0.020158387
K15844	"hopB, alpB; outer membrane protein HopB/AlpB"	0	0	0.014925373	0.641791045	0	0.343283582	NA	1.053571429	0.020158387
K16563	exoV; succinoglycan biosynthesis protein ExoV	0.289855072	0.043478261	0	0	0	0.666666667	NA	1.035714286	0.020158387
K16698	tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	0.1	0.875	0	0	0	0.025	NA	1	0.020158387
K17208	"K17208, ibpA; inositol transport system substrate-binding protein"	0	0	0	0	0.787234043	0.212765957	NA	1	0.020158387
K17209	iatP; inositol transport system permease protein	0	1	0	0	0	0	NA	1.017857143	0.020158387
K17210	iatA; inositol transport system ATP-binding protein	0	1	0	0	0	0	NA	1	0.020158387
K00203	"fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]"	0.253164557	0	0	0	0.006329114	0.740506329	NA	1.666666667	0.020518359
K02983	"RP-S30e, RPS30; small subunit ribosomal protein S30e"	0	0	0	0	0	1	NA	1.01754386	0.020518359
K03202	"virB7, lvhB7; type IV secretion system protein VirB7"	0	0.011235955	0	0.011235955	0	0.97752809	NA	1.122807018	0.020518359
K08698	ccmM; carbon dioxide concentrating mechanism protein CcmM	0.779411765	0	0.014705882	0	0	0.205882353	NA	1.035087719	0.020518359
K11337	bchC; 3-hydroxyethyl bacteriochlorophyllide a dehydrogenase [EC:1.-.-.-]	0.584615385	0	0	0	0	0.415384615	NA	1	0.020518359
K12213	"icmK, traN, dotH; intracellular multiplication protein IcmK"	0.012987013	0.038961039	0.103896104	0	0.220779221	0.623376623	NA	1.070175439	0.020518359
K12436	pks12; polyketide synthase 12	0	0.984615385	0	0	0	0.015384615	NA	1.789473684	0.020518359
K13533	"kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.020518359
K17463	dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]	0.065789474	0	0	0	0	0.934210526	NA	1	0.020518359
K17489	E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]	0.510638298	0	0	0	0	0.489361702	NA	1.947368421	0.020518359
K17624	engBF; endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97]	0	0	0	0.75	0	0.25	NA	1.052631579	0.020518359
K19190	nboR; nicotine blue oxidoreductase [EC:1.1.1.328]	0.396396396	0	0	0	0	0.603603604	NA	1	0.020518359
K01342	aprE; subtilisin [EC:3.4.21.62]	0.301075269	0	0.032258065	0	0	0.666666667	NA	1.172413793	0.02087833
K04785	"irp3, ybtU; yersiniabactin synthetase, thiazolinyl reductase component"	0.146666667	0.013333333	0	0	0	0.84	NA	1	0.02087833
K07144	K07144; uncharacterized protein	0.658536585	0.012195122	0	0	0	0.329268293	NA	1	0.02087833
K08713	lctB; potassium channel LctB	0	1	0	0	0	0	NA	1.034482759	0.02087833
K10212	"K10212, crtO; glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]"	0.210526316	0.223684211	0	0	0	0.565789474	NA	1	0.02087833
K10551	alsA; D-allose transport system ATP-binding protein [EC:3.6.3.17]	0	1	0	0	0	0	NA	1.017241379	0.02087833
K11333	bchX; chlorophyllide a reductase subunit X [EC:1.3.99.35]	0.553846154	0	0	0	0	0.446153846	NA	1	0.02087833
K12052	comB6; ComB6 competence protein	0	1	0	0	0	0	NA	1.103448276	0.02087833
K12240	pchF; pyochelin synthetase	0.354545455	0.127272727	0	0	0	0.518181818	NA	1.051724138	0.02087833
K13714	atl; bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	0	0	0.022727273	0.488636364	0.068181818	0.420454545	NA	1	0.02087833
K14698	"irtA; ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]"	0.022988506	0.954022989	0	0	0	0.022988506	NA	1	0.02087833
K15924	"xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]"	0	0	0.152941176	0.011764706	0	0.835294118	NA	1.068965517	0.02087833
K16325	nupX; nucleoside permease	0	1	0	0	0	0	NA	1.017241379	0.02087833
K18940	"arlS; two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]"	0	0.954545455	0	0	0	0.045454545	NA	1.034482759	0.02087833
K19134	csx10; CRISPR-associated protein Csx10	0.583333333	0.013888889	0	0.041666667	0	0.361111111	NA	1.120689655	0.02087833
K02097	apcF; phycobilisome core component	0.611940299	0	0	0	0	0.388059701	NA	1.016949153	0.021238301
K02286	cpcC; phycocyanin-associated rod linker protein	0	0.81372549	0	0	0	0.18627451	NA	1.525423729	0.021238301
K04054	"yscK, sctK; type III secretion protein K"	0.239583333	0.197916667	0	0	0	0.5625	NA	1	0.021238301
K06344	cotZ; spore coat protein Z	0.567901235	0	0	0	0	0.432098765	NA	1	0.021238301
K06954	K06954; uncharacterized protein	0.1625	0.025	0	0	0	0.8125	NA	1.033898305	0.021238301
K09844	"crtC; carotenoid 1,2-hydratase [EC:4.2.1.131]"	0.388059701	0	0	0	0	0.611940299	NA	1	0.021238301
K10565	motD; chemotaxis protein MotD	0.287234043	0	0.021276596	0	0.042553191	0.64893617	NA	1	0.021238301
K12050	comB8; ComB8 competence protein	0.369047619	0	0	0	0	0.630952381	NA	1.288135593	0.021238301
K02289	cpcF; phycocyanobilin lyase beta subunit	0.253731343	0	0	0	0	0.746268657	NA	1.016666667	0.021598272
K02290	cpcG; phycobilisome rod-core linker protein	0	0.966666667	0	0	0	0.033333333	NA	2.25	0.021598272
K02465	gspS; general secretion pathway protein S	0.033898305	0	0	0.771186441	0	0.194915254	NA	1.033333333	0.021598272
K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	0.52173913	0.043478261	0	0	0	0.434782609	NA	1	0.021598272
K06342	cotX; spore coat protein X	0.066037736	0	0	0	0	0.933962264	NA	1.366666667	0.021598272
K06440	yraG; similar to spore coat protein	0	0	0	0	0	1	NA	1.1	0.021598272
K07339	hicA; mRNA interferase HicA [EC:3.1.-.-]	0.014084507	0.014084507	0	0	0	0.971830986	NA	1.016666667	0.021598272
K08980	K08980; putative membrane protein	0	1	0	0	0	0	NA	1.183333333	0.021598272
K11629	"bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.021598272
K12048	comB10; ComB10 competence protein	0	0.194444444	0	0.009259259	0	0.796296296	NA	1.583333333	0.021598272
K12977	lpxE; lipid A 1-phosphatase [EC:3.1.3.-]	0	1	0	0	0	0	NA	1	0.021598272
K13039	"K13039, comE; sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]"	0.392857143	0.095238095	0	0	0	0.511904762	NA	1	0.021598272
K13085	"ipgD, sopB; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]"	0	0	0.418918919	0	0	0.581081081	NA	1.016666667	0.021598272
K13543	hemDX; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	0.018348624	0.47706422	0	0	0	0.504587156	NA	1	0.021598272
K14660	nodE; nodulation protein E [EC:2.3.1.-]	0	0.97752809	0	0	0	0.02247191	NA	1.116666667	0.021598272
K15344	sseB; secreted effector protein SseB	0	0	0.136363636	0	0	0.863636364	NA	1	0.021598272
K15346	sseD; secreted effector protein SseD	0.034482759	0.425287356	0.034482759	0	0	0.505747126	NA	1	0.021598272
K15846	hpaA; neuraminyllactose-binding hemagglutinin	0.274418605	0	0	0	0	0.725581395	NA	3.183333333	0.021598272
